name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
First Step Baby Shop Rajkot,"001, Space Odyssey, 150 Feet Ring Rd, near KKV Chowk, Bharatvan Society, Nalanda Society, Rajkot, Gujarat 360005",order.theobroma.in,081828 81881,,3.7,shop,,rajkot,gujarat,"001, Space Odyssey"
Raza market all in one shop,"slam qtr, Rajkot Jilla Garden, Bapunagar Main Rd, near angadvadi, Jilla Garden, Bapu Nagar, Rajkot, Gujarat 360002",,,,5.0,shop,,rajkot,gujarat,"slam qtr, Rajkot Jilla Garden"
Trend Zone,"Rosary School, Chandan Park Main Rd, Opp RMC LIBRARY, Near Paradise Hall, Raiya Rd, Rajkot, Gujarat 360005",,,,4.8,shop,,rajkot,gujarat,"Rosary School, Chandan Park Main Rd"
MI Studio - Rajkot,"Ground Floor, Ashish complex, Sardar Nagar Main Rd, nr. Poojara Telecom, Sardarnagar, Rajkot, Gujarat 360001",poojaratele.com,093271 71972,,4.9,shop,,rajkot,gujarat,"Ground Floor, Ashish complex"
Roopkala Novelty Stores,"7RW5+G5X, Kothariya Naka Chowk, Opp.Golden Market, Gujari Bazar, Diwanpara, Rajkot, Gujarat 360001",,093741 64898,,5.0,shop,,rajkot,gujarat,"7RW5+G5X, Kothariya Naka Chowk"
V J Jewellers || Top Jewellers In Rajkot | Gold And Silver Jewellery Showroom In Rajkot | Ornament Shop In Rajkot,"Unnati Complex, Ground floor, Dr Yagnik Rd, Rajkot, Gujarat 360001",,,,4.9,shop,,rajkot,gujarat,"Unnati Complex, Ground floor"
BIPIN STORE,"Raiya Rd, opp. City Center, Nehru Nagar, Rajkot, Gujarat 360007",,090165 72408,,5.0,shop,,rajkot,gujarat,"Raiya Rd, opp. City Center"
Marvel Marketing,"Gandhi Society, Industrial Area, Madhapar, Rajkot, Gujarat 360006",marvelmarketing.catalog.to,083060 50000,,4.0,shop,,rajkot,gujarat,"Gandhi Society, Industrial Area"
Noble Electrade Pvt. Ltd. Industrial Electrical Supplier Shop Rajkot Gujarat India,"Bhaktinagar Station Road 2 Noble plaza, Bhaktinagar Station Plot, Rajkot, Gujarat 360002",nobleelectrade.com,0281 246 4749,,4.5,shop,,rajkot,gujarat,"Bhaktinagar Station Road 2 Noble plaza, Bhaktinagar Station Plot"
TOPLAND DEALER Rajkot (Deepak Engineering Store),"Dhebar Rd, opp. Central bus station, Rajputpara, Rajkot, Gujarat 360001",,0281 222 3758,,4.4,shop,,rajkot,gujarat,"Dhebar Rd, opp. Central bus station"
Market,"7RX4+W4V, Para Bazaar Rd, Danapith, Bangdi Bazar, Lohana Para, Rajkot, Gujarat 360001",,,,4.7,shop,,rajkot,gujarat,"7RX4+W4V, Para Bazaar Rd"
𝗝𝗗𝗦 𝗘𝘆𝗲 𝗰𝗮𝗿𝗲- Optical Showroom in Rajkot/Best Optical Shop in Rajkot,"Amin Marg, near Jd Eye circle, Nutan Nagar, Kotecha Nagar, Rajkot, Gujarat 360001",jdseyecare.com,076984 17090,,4.6,shop,,rajkot,gujarat,"Amin Marg, near Jd Eye circle"
Mobile Shop,"14 Star Shopping Center 21, Dr Yagnik Rd, New Jagnath, Rajkot, Gujarat 360001",,,,4.0,shop,,rajkot,gujarat,"14 Star Shopping Center 21, Dr Yagnik Rd"
Pooja Novelty Store,"Vitrag Society, Opp. Satyanarayan Park 150 Feet Ring Road, Nanavati Cir, Gandhi Nagar, Gandhigram, Rajkot, Gujarat 360007",,098796 95076,,3.5,shop,,rajkot,gujarat,"Vitrag Society, Opp. Satyanarayan Park 150 Feet Ring Road"
Lucky Stores,"Vitrag Society, Opp. Satyanarayan Park 150 Feet Ring Road, Nanavati Cir, Gandhi Nagar, Gandhigram, Rajkot, Gujarat 360007",,098796 95076,,3.5,shop,,rajkot,gujarat,"Vitrag Society, Opp. Satyanarayan Park 150 Feet Ring Road"
Go Colors - Trikon Bagh | Women's Bottom Wear,"City Gold, GF, 3, Dhebar Rd, near Sun Digital, Rajputpara, Rajkot, Gujarat 360001",gocolors.com,091500 95746,,3.8,shop,,rajkot,gujarat,"City Gold, GF"
Gordhanbhai Govindji Chevdawala [GOGOCHE],"M.G. Road near jubilee garden opposition central bank, beside Prakash studio, Rajkot, Gujarat 360001",,099985 21450,,4.2,shop,,rajkot,gujarat,"M.G. Road near jubilee garden opposition central bank, beside Prakash studio"
